"NAZEV";"CU_HNO3";"PB_HNO3";"ZN_HNO3"
"Ceske Budijovice";1,84054963339749;2,99573227355399;2,50959926237837
"Ceske Budijovice";1,53471436623816;2,37024374146785;2,51446545202954
"Ceske Budijovice";1,83098018238134;2,54160199346454;2,51688969564105
"Ceske Budijovice";1,6094379124341;2,52572864430826;2,51769647261099
"Ceske Budijovice";1,97408102602201;2,4595888418037;2,51769647261099
"Ceske Budijovice";0,587786664902119;2,68102152871429;2,52572864430826
"Ceske Budijovice";0,587786664902119;2,68102152871429;2,52572864430826
"Ceske Budijovice";0,587786664902119;2,4423470353692;2,52572864430826
"Ceske Budijovice";0,587786664902119;2,4423470353692;2,52572864430826
"Ceske Budijovice";1,56861591791385;1,96009478404727;2,52572864430826
"Ceske Budijovice";2,00148000021012;2,77258872223978;2,52572864430826
"Ceske Budijovice";2,12823170584927;2,63188884013665;2,52572864430826
"Ceske Budijovice";1,3609765531356;2,32238772029022;2,53369681395743
"Ceske Budijovice";1,66770682055808;2,65324196460721;2,53369681395743
"Ceske Budijovice";1,66770682055808;2,5014359517392;2,53369681395743
"Ceske Budijovice";1,93152141160321;2,26176309847379;2,53369681395743
"Ceske Budijovice";2,01490302054226;2,51769647261099;2,53369681395743
"Ceske Budijovice";2,02814824729229;2,16332302566054;2,53369681395743
"Ceske Budijovice";2,04122032885964;2,3887627892351;2,53369681395743
"Ceske Budijovice";0,587786664902119;2,60268968544438;2,54160199346454
"Ceske Budijovice";0,587786664902119;2,60268968544438;2,54160199346454
"Ceske Budijovice";0,916290731874155;2,02814824729229;2,54160199346454
"Ceske Budijovice";1,43508452528932;1,98787434815435;2,54160199346454
"Ceske Budijovice";1,56861591791385;2,41591377830104;2,54160199346454
"Ceske Budijovice";1,85629799036563;2,63905732961526;2,54160199346454
"Ceske Budijovice";1,98787434815435;2,35137525716348;2,54160199346454
"Ceske Budijovice";2,04122032885964;2,40694510831829;2,54160199346454
"Ceske Budijovice";2,06686275947298;2,30258509299405;2,54160199346454
"Ceske Budijovice";1,83577635464483;2,40784560365153;2,54238908520136
"Ceske Budijovice";1,75267208052001;2,4932054526027;2,54631527791664
"Ceske Budijovice";1,34286480319255;2,40694510831829;2,54944517092557
"Ceske Budijovice";1,34286480319255;2,40694510831829;2,54944517092557
"Ceske Budijovice";1,3609765531356;2,35137525716348;2,54944517092557
"Ceske Budijovice";1,62924053973028;1,93152141160321;2,54944517092557
"Ceske Budijovice";1,7227665977411;2,00148000021012;2,54944517092557
"Ceske Budijovice";2,16332302566054;2,42480272571829;2,54944517092557
"Ceske Budijovice";2,30258509299405;2,69462718077007;2,54944517092557
"Ceske Budijovice";2,32238772029022;2,32238772029022;2,54944517092557
"Ceske Budijovice";1,50407739677627;1,90210752639692;2,55722731136763
"Ceske Budijovice";1,77495235091167;2,58776403522771;2,55722731136763
"Ceske Budijovice";2,04122032885964;2,36085400111802;2,55722731136763
"Ceske Budijovice";2,09186406167839;2,55722731136763;2,55722731136763
"Ceske Budijovice";2,12823170584927;2,57261223020711;2,55722731136763
"Ceske Budijovice";1,6467336971778;2,37024374146785;2,56417983068251
"Ceske Budijovice";1,61740608208328;2,65324196460721;2,56494935746154
"Ceske Budijovice";1,61740608208328;2,65324196460721;2,56494935746154
"Ceske Budijovice";1,84054963339749;2,51769647261099;2,56494935746154
"Ceske Budijovice";1,90210752639692;2,28238238567653;2,56494935746154
"Ceske Budijovice";2,00148000021012;2,23001440015921;2,56494935746154
"Ceske Budijovice";2,01490302054226;2,46809953147162;2,56494935746154
"Ceske Budijovice";1,70292825552144;2,34180580614733;2,56571829252441
"Ceske Budijovice";1,79009141212736;2,287471455184;2,56571829252441
